Date,Store_ID_x,SKU,Units Sold,Revenue,Price_x,Promotion,SKU_Name,Category,Subcategory,Price_y,Cost,Brand,Week,Month,Season,Holiday,Promotion_Events,Store_ID_y,Current Stock,Reorder Point,Safety Stock,Last Restock Date,Ordered Stock,Lead Time,Day,Year,DayOfWeek,IsWeekend,Lag_1,Lag_7,Rolling_Mean_7,Rolling_Mean_14,IsHoliday,IsPromotion
2025-01-01,ST02,SKU00005,10,1385.0,138.5,0,SunriseFoods Pest Control Pack of 6,Home Care,Pest Control,138.5,83.46,SunriseFoods,1,1,Winter,1,New Year Sale,ST21,150.0,58.0,17.0,2025-12-26,0.0,7.0,1,2025,2,0,0.0,0.0,10.0,10.0,1,0
2025-01-01,ST02,SKU00005,10,1385.0,138.5,0,SunriseFoods Pest Control Pack of 6,Home Care,Pest Control,138.5,83.46,SunriseFoods,1,1,Winter,1,New Year Sale,ST25,23.0,29.0,12.0,2025-11-08,0.0,7.0,1,2025,2,0,10.0,0.0,10.0,10.0,1,0
2025-01-01,ST02,SKU00005,10,1385.0,138.5,0,SunriseFoods Pest Control Pack of 6,Home Care,Pest Control,138.5,83.46,SunriseFoods,1,1,Winter,1,New Year Sale,ST04,119.0,40.0,15.0,2025-12-03,0.0,7.0,1,2025,2,0,10.0,0.0,10.0,10.0,1,0
2025-01-01,ST02,SKU00005,10,1385.0,138.5,0,SunriseFoods Pest Control Pack of 6,Home Care,Pest Control,138.5,83.46,SunriseFoods,1,1,Winter,1,New Year Sale,ST01,15.0,91.0,41.0,2025-11-07,0.0,7.0,1,2025,2,0,10.0,0.0,10.0,10.0,1,0
2025-01-01,ST02,SKU00005,10,1385.0,138.5,0,SunriseFoods Pest Control Pack of 6,Home Care,Pest Control,138.5,83.46,SunriseFoods,1,1,Winter,1,New Year Sale,ST24,104.0,66.0,19.0,2025-11-06,0.0,7.0,1,2025,2,0,10.0,0.0,10.0,10.0,1,0
2025-01-01,ST03,SKU00006,3,4241.76,1413.92,0,UrbanBite OTC Medicine 100g,Health & Wellness,OTC Medicine,1413.92,830.81,UrbanBite,1,1,Winter,1,New Year Sale,ST17,89.0,62.0,24.0,2025-11-28,0.0,7.0,1,2025,2,0,0.0,0.0,3.0,3.0,1,0
2025-01-01,ST03,SKU00006,3,4241.76,1413.92,0,UrbanBite OTC Medicine 100g,Health & Wellness,OTC Medicine,1413.92,830.81,UrbanBite,1,1,Winter,1,New Year Sale,ST03,119.0,66.0,27.0,2025-12-29,0.0,7.0,1,2025,2,0,3.0,0.0,3.0,3.0,1,0
2025-01-01,ST03,SKU00006,3,4241.76,1413.92,0,UrbanBite OTC Medicine 100g,Health & Wellness,OTC Medicine,1413.92,830.81,UrbanBite,1,1,Winter,1,New Year Sale,ST24,281.0,99.0,32.0,2025-11-08,0.0,7.0,1,2025,2,0,3.0,0.0,3.0,3.0,1,0
2025-01-01,ST03,SKU00006,3,4241.76,1413.92,0,UrbanBite OTC Medicine 100g,Health & Wellness,OTC Medicine,1413.92,830.81,UrbanBite,1,1,Winter,1,New Year Sale,ST25,74.0,71.0,35.0,2025-12-01,0.0,7.0,1,2025,2,0,3.0,0.0,3.0,3.0,1,0
2025-01-01,ST03,SKU00006,3,4241.76,1413.92,0,UrbanBite OTC Medicine 100g,Health & Wellness,OTC Medicine,1413.92,830.81,UrbanBite,1,1,Winter,1,New Year Sale,ST12,58.0,26.0,12.0,2025-11-23,0.0,7.0,1,2025,2,0,3.0,0.0,3.0,3.0,1,0
2025-01-01,ST03,SKU00007,20,2595.0,129.75,1,GreenValley Energy Drinks Pack of 12,Beverages,Energy Drinks,129.75,78.97,GreenValley,1,1,Winter,1,New Year Sale,ST10,47.0,88.0,29.0,2025-11-07,0.0,7.0,1,2025,2,0,0.0,0.0,20.0,20.0,1,1
2025-01-01,ST03,SKU00007,20,2595.0,129.75,1,GreenValley Energy Drinks Pack of 12,Beverages,Energy Drinks,129.75,78.97,GreenValley,1,1,Winter,1,New Year Sale,ST30,40.0,75.0,25.0,2025-12-05,0.0,7.0,1,2025,2,0,20.0,0.0,20.0,20.0,1,1
2025-01-01,ST04,SKU00008,8,3936.88,492.11,0,CleanWave Frozen Vegetables 100g,Frozen Foods,Frozen Vegetables,492.11,358.31,CleanWave,1,1,Winter,1,New Year Sale,,,,,,,,1,2025,2,0,0.0,0.0,8.0,8.0,1,0
2025-01-01,ST04,SKU00009,15,3777.9,251.86,0,SmartBuy Frozen Vegetables Medium,Frozen Foods,Frozen Vegetables,251.86,178.03,SmartBuy,1,1,Winter,1,New Year Sale,ST15,52.0,61.0,17.0,2025-11-09,0.0,7.0,1,2025,2,0,0.0,0.0,15.0,15.0,1,0
2025-01-01,ST04,SKU00009,15,3777.9,251.86,0,SmartBuy Frozen Vegetables Medium,Frozen Foods,Frozen Vegetables,251.86,178.03,SmartBuy,1,1,Winter,1,New Year Sale,ST26,33.0,93.0,22.0,2025-12-29,0.0,7.0,1,2025,2,0,15.0,0.0,15.0,15.0,1,0
2025-01-01,ST05,SKU00010,5,8013.95,1602.79,0,SparkleClean Footwear 250ml,Apparel & Footwear,Footwear,1602.79,1096.65,SparkleClean,1,1,Winter,1,New Year Sale,,,,,,,,1,2025,2,0,0.0,0.0,5.0,5.0,1,0
2025-01-01,ST05,SKU00011,25,3084.0,123.36,0,PremiumSelect Writing Instruments 500g,Stationery & Office,Writing Instruments,123.36,83.12,PremiumSelect,1,1,Winter,1,New Year Sale,ST25,3.0,35.0,17.0,2025-11-11,0.0,7.0,1,2025,2,0,0.0,0.0,25.0,25.0,1,0
2025-01-01,ST06,SKU00012,10,8135.2,813.52,1,HomeStyle Vitamins & Supplements 1kg,Health & Wellness,Vitamins & Supplements,813.52,526.59,HomeStyle,1,1,Winter,1,New Year Sale,,,,,,,,1,2025,2,0,0.0,0.0,10.0,10.0,1,1
2025-01-01,ST06,SKU00013,18,9395.1,521.95,0,PrimeCare Hair Care Pack of 12,Personal Care,Hair Care,521.95,402.76,PrimeCare,1,1,Winter,1,New Year Sale,ST20,258.0,100.0,37.0,2025-12-06,0.0,7.0,1,2025,2,0,0.0,0.0,18.0,18.0,1,0
2025-01-01,ST06,SKU00013,18,9395.1,521.95,0,PrimeCare Hair Care Pack of 12,Personal Care,Hair Care,521.95,402.76,PrimeCare,1,1,Winter,1,New Year Sale,ST07,56.0,45.0,18.0,2025-12-17,0.0,7.0,1,2025,2,0,18.0,0.0,18.0,18.0,1,0
2025-01-01,ST07,SKU00014,30,4845.0,161.5,0,EliteHome Men's Grooming Medium,Personal Care,Men's Grooming,161.5,126.47,EliteHome,1,1,Winter,1,New Year Sale,ST07,33.0,76.0,17.0,2025-11-28,0.0,7.0,1,2025,2,0,0.0,0.0,30.0,30.0,1,0
2025-01-01,ST07,SKU00015,12,3326.88,277.24,0,EverydayPlus Dishwashing 2L,Home Care,Dishwashing,277.24,205.47,EverydayPlus,1,1,Winter,1,New Year Sale,ST15,79.0,28.0,12.0,2025-11-05,0.0,7.0,1,2025,2,0,0.0,0.0,12.0,12.0,1,0
2025-01-01,ST08,SKU00016,8,27829.2,3478.65,0,PrimeCare Men's Wear 500g,Apparel & Footwear,Men's Wear,3478.65,2163.92,PrimeCare,1,1,Winter,1,New Year Sale,ST29,79.0,30.0,12.0,2025-11-18,0.0,7.0,1,2025,2,0,0.0,0.0,8.0,8.0,1,0
2025-01-01,ST08,SKU00016,8,27829.2,3478.65,0,PrimeCare Men's Wear 500g,Apparel & Footwear,Men's Wear,3478.65,2163.92,PrimeCare,1,1,Winter,1,New Year Sale,ST06,27.0,26.0,10.0,2025-11-24,0.0,7.0,1,2025,2,0,8.0,0.0,8.0,8.0,1,0
2025-01-01,ST08,SKU00017,20,5607.8,280.39,1,CleanWave Eggs Large,Dairy & Bakery,Eggs,280.39,218.27,CleanWave,1,1,Winter,1,New Year Sale,ST29,64.0,35.0,10.0,2025-12-15,0.0,7.0,1,2025,2,0,0.0,0.0,20.0,20.0,1,1
2025-01-01,ST08,SKU00017,20,5607.8,280.39,1,CleanWave Eggs Large,Dairy & Bakery,Eggs,280.39,218.27,CleanWave,1,1,Winter,1,New Year Sale,ST18,13.0,20.0,9.0,2025-11-28,0.0,7.0,1,2025,2,0,20.0,0.0,20.0,20.0,1,1
2025-01-01,ST09,SKU00018,15,1408.2,93.88,0,PurePlus Chips & Crisps Small,Snacks & Confectionery,Chips & Crisps,93.88,70.86,PurePlus,1,1,Winter,1,New Year Sale,ST30,42.0,66.0,13.0,2025-12-01,0.0,7.0,1,2025,2,0,0.0,0.0,15.0,15.0,1,0
2025-01-01,ST09,SKU00018,15,1408.2,93.88,0,PurePlus Chips & Crisps Small,Snacks & Confectionery,Chips & Crisps,93.88,70.86,PurePlus,1,1,Winter,1,New Year Sale,ST29,98.0,64.0,28.0,2025-11-09,0.0,7.0,1,2025,2,0,15.0,0.0,15.0,15.0,1,0
2025-01-01,ST09,SKU00018,15,1408.2,93.88,0,PurePlus Chips & Crisps Small,Snacks & Confectionery,Chips & Crisps,93.88,70.86,PurePlus,1,1,Winter,1,New Year Sale,ST25,8.0,58.0,14.0,2025-12-20,0.0,7.0,1,2025,2,0,15.0,0.0,15.0,15.0,1,0
2025-01-01,ST09,SKU00019,7,2760.52,394.36,0,PremiumSelect Hair Care 500ml,Personal Care,Hair Care,394.36,229.13,PremiumSelect,1,1,Winter,1,New Year Sale,ST30,120.0,86.0,40.0,2025-11-25,0.0,7.0,1,2025,2,0,0.0,0.0,7.0,7.0,1,0
2025-01-01,ST10,SKU00020,25,2737.5,109.5,0,SmartBuy Rice & Grains 2L,Grocery,Rice & Grains,109.5,69.58,SmartBuy,1,1,Winter,1,New Year Sale,ST20,0.0,54.0,26.0,2025-09-23,0.0,7.0,1,2025,2,0,0.0,0.0,25.0,25.0,1,0
2025-01-01,ST10,SKU00020,25,2737.5,109.5,0,SmartBuy Rice & Grains 2L,Grocery,Rice & Grains,109.5,69.58,SmartBuy,1,1,Winter,1,New Year Sale,ST01,0.0,37.0,8.0,2025-10-06,0.0,7.0,1,2025,2,0,25.0,0.0,25.0,25.0,1,0
2025-01-01,ST10,SKU00020,25,2737.5,109.5,0,SmartBuy Rice & Grains 2L,Grocery,Rice & Grains,109.5,69.58,SmartBuy,1,1,Winter,1,New Year Sale,ST10,0.0,55.0,25.0,2025-08-16,0.0,7.0,1,2025,2,0,25.0,0.0,25.0,25.0,1,0
2025-01-01,ST10,SKU00020,25,2737.5,109.5,0,SmartBuy Rice & Grains 2L,Grocery,Rice & Grains,109.5,69.58,SmartBuy,1,1,Winter,1,New Year Sale,ST27,0.0,92.0,38.0,2025-09-28,0.0,7.0,1,2025,2,0,25.0,0.0,25.0,25.0,1,0
2025-01-01,ST10,SKU00020,25,2737.5,109.5,0,SmartBuy Rice & Grains 2L,Grocery,Rice & Grains,109.5,69.58,SmartBuy,1,1,Winter,1,New Year Sale,ST21,0.0,95.0,31.0,2025-09-23,0.0,7.0,1,2025,2,0,25.0,0.0,25.0,25.0,1,0
2025-01-01,ST10,SKU00020,25,2737.5,109.5,0,SmartBuy Rice & Grains 2L,Grocery,Rice & Grains,109.5,69.58,SmartBuy,1,1,Winter,1,New Year Sale,ST15,0.0,35.0,11.0,2025-08-05,0.0,7.0,1,2025,2,0,25.0,0.0,25.0,25.0,1,0
2025-01-01,ST10,SKU00020,25,2737.5,109.5,0,SmartBuy Rice & Grains 2L,Grocery,Rice & Grains,109.5,69.58,SmartBuy,1,1,Winter,1,New Year Sale,ST28,0.0,88.0,33.0,2025-09-05,0.0,7.0,1,2025,2,0,25.0,0.0,25.0,25.0,1,0
2025-01-01,ST10,SKU00020,25,2737.5,109.5,0,SmartBuy Rice & Grains 2L,Grocery,Rice & Grains,109.5,69.58,SmartBuy,1,1,Winter,1,New Year Sale,ST03,0.0,31.0,13.0,2025-09-13,0.0,7.0,1,2025,2,0,25.0,25.0,25.0,25.0,1,0
2025-01-01,ST10,SKU00020,25,2737.5,109.5,0,SmartBuy Rice & Grains 2L,Grocery,Rice & Grains,109.5,69.58,SmartBuy,1,1,Winter,1,New Year Sale,ST07,0.0,57.0,23.0,2025-09-18,0.0,7.0,1,2025,2,0,25.0,25.0,25.0,25.0,1,0
2025-01-01,ST10,SKU00020,25,2737.5,109.5,0,SmartBuy Rice & Grains 2L,Grocery,Rice & Grains,109.5,69.58,SmartBuy,1,1,Winter,1,New Year Sale,ST25,0.0,60.0,18.0,2025-08-12,0.0,7.0,1,2025,2,0,25.0,25.0,25.0,25.0,1,0
2025-01-01,ST10,SKU00020,25,2737.5,109.5,0,SmartBuy Rice & Grains 2L,Grocery,Rice & Grains,109.5,69.58,SmartBuy,1,1,Winter,1,New Year Sale,ST19,0.0,61.0,16.0,2025-08-06,0.0,7.0,1,2025,2,0,25.0,25.0,25.0,25.0,1,0
2025-01-01,ST10,SKU00020,25,2737.5,109.5,0,SmartBuy Rice & Grains 2L,Grocery,Rice & Grains,109.5,69.58,SmartBuy,1,1,Winter,1,New Year Sale,ST23,0.0,58.0,24.0,2025-08-25,0.0,7.0,1,2025,2,0,25.0,25.0,25.0,25.0,1,0
2025-01-01,ST10,SKU00020,25,2737.5,109.5,0,SmartBuy Rice & Grains 2L,Grocery,Rice & Grains,109.5,69.58,SmartBuy,1,1,Winter,1,New Year Sale,ST02,0.0,37.0,18.0,2025-09-04,0.0,7.0,1,2025,2,0,25.0,25.0,25.0,25.0,1,0
2025-01-01,ST10,SKU00021,18,2100.6,116.7,0,DailyBest Tea Family Pack,Beverages,Tea,116.7,73.74,DailyBest,1,1,Winter,1,New Year Sale,ST27,89.0,39.0,12.0,2025-12-22,0.0,7.0,1,2025,2,0,0.0,0.0,18.0,18.0,1,0
2025-01-01,ST10,SKU00021,18,2100.6,116.7,0,DailyBest Tea Family Pack,Beverages,Tea,116.7,73.74,DailyBest,1,1,Winter,1,New Year Sale,ST29,163.0,72.0,31.0,2025-12-10,0.0,7.0,1,2025,2,0,18.0,0.0,18.0,18.0,1,0
2025-01-02,ST01,SKU00022,15,3015.15,201.01,0,PrimeCare Bottled Water 250ml,Beverages,Bottled Water,201.01,147.24,PrimeCare,1,1,Winter,0,,,,,,,,,2,2025,3,0,0.0,0.0,15.0,15.0,0,0
2025-01-02,ST01,SKU00023,6,12173.46,2028.91,1,MetroBrand Footwear 100g,Apparel & Footwear,Footwear,2028.91,1381.64,MetroBrand,1,1,Winter,0,,ST14,20.0,39.0,13.0,2025-11-05,0.0,7.0,2,2025,3,0,0.0,0.0,6.0,6.0,0,1
2025-01-02,ST02,SKU00024,10,27110.5,2711.05,0,HealthFirst Batteries 500g,Electronics & Accessories,Batteries,2711.05,1671.96,HealthFirst,1,1,Winter,0,,ST26,301.0,88.0,33.0,2025-05-06,0.0,7.0,2,2025,3,0,0.0,0.0,10.0,10.0,0,0
2025-01-02,ST02,SKU00024,10,27110.5,2711.05,0,HealthFirst Batteries 500g,Electronics & Accessories,Batteries,2711.05,1671.96,HealthFirst,1,1,Winter,0,,ST22,566.0,100.0,23.0,2025-08-26,0.0,7.0,2,2025,3,0,10.0,0.0,10.0,10.0,0,0
2025-01-02,ST02,SKU00024,10,27110.5,2711.05,0,HealthFirst Batteries 500g,Electronics & Accessories,Batteries,2711.05,1671.96,HealthFirst,1,1,Winter,0,,ST05,105.0,20.0,5.0,2025-08-28,0.0,7.0,2,2025,3,0,10.0,0.0,10.0,10.0,0,0
2025-01-02,ST02,SKU00024,10,27110.5,2711.05,0,HealthFirst Batteries 500g,Electronics & Accessories,Batteries,2711.05,1671.96,HealthFirst,1,1,Winter,0,,ST20,446.0,87.0,30.0,2025-08-27,0.0,7.0,2,2025,3,0,10.0,0.0,10.0,10.0,0,0
2025-01-02,ST02,SKU00024,10,27110.5,2711.05,0,HealthFirst Batteries 500g,Electronics & Accessories,Batteries,2711.05,1671.96,HealthFirst,1,1,Winter,0,,ST01,197.0,55.0,15.0,2025-07-09,0.0,7.0,2,2025,3,0,10.0,0.0,10.0,10.0,0,0
2025-01-02,ST02,SKU00024,10,27110.5,2711.05,0,HealthFirst Batteries 500g,Electronics & Accessories,Batteries,2711.05,1671.96,HealthFirst,1,1,Winter,0,,ST29,100.0,26.0,10.0,2025-06-14,0.0,7.0,2,2025,3,0,10.0,0.0,10.0,10.0,0,0
2025-01-02,ST02,SKU00024,10,27110.5,2711.05,0,HealthFirst Batteries 500g,Electronics & Accessories,Batteries,2711.05,1671.96,HealthFirst,1,1,Winter,0,,ST14,195.0,42.0,9.0,2025-06-01,0.0,7.0,2,2025,3,0,10.0,0.0,10.0,10.0,0,0
2025-01-02,ST02,SKU00024,10,27110.5,2711.05,0,HealthFirst Batteries 500g,Electronics & Accessories,Batteries,2711.05,1671.96,HealthFirst,1,1,Winter,0,,ST27,88.0,22.0,7.0,2025-05-30,0.0,7.0,2,2025,3,0,10.0,10.0,10.0,10.0,0,0
2025-01-02,ST02,SKU00024,10,27110.5,2711.05,0,HealthFirst Batteries 500g,Electronics & Accessories,Batteries,2711.05,1671.96,HealthFirst,1,1,Winter,0,,ST08,481.0,82.0,17.0,2025-07-26,0.0,7.0,2,2025,3,0,10.0,10.0,10.0,10.0,0,0
2025-01-02,ST02,SKU00024,10,27110.5,2711.05,0,HealthFirst Batteries 500g,Electronics & Accessories,Batteries,2711.05,1671.96,HealthFirst,1,1,Winter,0,,ST06,216.0,68.0,17.0,2025-06-01,0.0,7.0,2,2025,3,0,10.0,10.0,10.0,10.0,0,0
2025-01-02,ST02,SKU00024,10,27110.5,2711.05,0,HealthFirst Batteries 500g,Electronics & Accessories,Batteries,2711.05,1671.96,HealthFirst,1,1,Winter,0,,ST17,127.0,31.0,9.0,2025-05-23,0.0,7.0,2,2025,3,0,10.0,10.0,10.0,10.0,0,0
2025-01-02,ST02,SKU00024,10,27110.5,2711.05,0,HealthFirst Batteries 500g,Electronics & Accessories,Batteries,2711.05,1671.96,HealthFirst,1,1,Winter,0,,ST21,205.0,46.0,21.0,2025-07-11,0.0,7.0,2,2025,3,0,10.0,10.0,10.0,10.0,0,0
2025-01-02,ST02,SKU00024,10,27110.5,2711.05,0,HealthFirst Batteries 500g,Electronics & Accessories,Batteries,2711.05,1671.96,HealthFirst,1,1,Winter,0,,ST15,105.0,33.0,14.0,2025-07-02,0.0,7.0,2,2025,3,0,10.0,10.0,10.0,10.0,0,0
2025-01-02,ST02,SKU00024,10,27110.5,2711.05,0,HealthFirst Batteries 500g,Electronics & Accessories,Batteries,2711.05,1671.96,HealthFirst,1,1,Winter,0,,ST30,400.0,83.0,35.0,2025-06-11,0.0,7.0,2,2025,3,0,10.0,10.0,10.0,10.0,0,0
2025-01-02,ST02,SKU00024,10,27110.5,2711.05,0,HealthFirst Batteries 500g,Electronics & Accessories,Batteries,2711.05,1671.96,HealthFirst,1,1,Winter,0,,ST24,398.0,96.0,28.0,2025-08-29,0.0,7.0,2,2025,3,0,10.0,10.0,10.0,10.0,0,0
2025-01-02,ST02,SKU00024,10,27110.5,2711.05,0,HealthFirst Batteries 500g,Electronics & Accessories,Batteries,2711.05,1671.96,HealthFirst,1,1,Winter,0,,ST28,169.0,35.0,10.0,2025-06-04,0.0,7.0,2,2025,3,0,10.0,10.0,10.0,10.0,0,0
2025-01-02,ST02,SKU00024,10,27110.5,2711.05,0,HealthFirst Batteries 500g,Electronics & Accessories,Batteries,2711.05,1671.96,HealthFirst,1,1,Winter,0,,ST09,72.0,21.0,5.0,2025-07-27,0.0,7.0,2,2025,3,0,10.0,10.0,10.0,10.0,0,0
2025-01-02,ST02,SKU00024,10,27110.5,2711.05,0,HealthFirst Batteries 500g,Electronics & Accessories,Batteries,2711.05,1671.96,HealthFirst,1,1,Winter,0,,ST03,210.0,69.0,33.0,2025-06-11,0.0,7.0,2,2025,3,0,10.0,10.0,10.0,10.0,0,0
2025-01-02,ST02,SKU00024,10,27110.5,2711.05,0,HealthFirst Batteries 500g,Electronics & Accessories,Batteries,2711.05,1671.96,HealthFirst,1,1,Winter,0,,ST07,210.0,38.0,9.0,2025-06-06,0.0,7.0,2,2025,3,0,10.0,10.0,10.0,10.0,0,0
2025-01-02,ST02,SKU00024,10,27110.5,2711.05,0,HealthFirst Batteries 500g,Electronics & Accessories,Batteries,2711.05,1671.96,HealthFirst,1,1,Winter,0,,ST12,369.0,70.0,27.0,2025-06-01,0.0,7.0,2,2025,3,0,10.0,10.0,10.0,10.0,0,0
2025-01-02,ST02,SKU00024,10,27110.5,2711.05,0,HealthFirst Batteries 500g,Electronics & Accessories,Batteries,2711.05,1671.96,HealthFirst,1,1,Winter,0,,ST10,369.0,91.0,26.0,2025-07-29,0.0,7.0,2,2025,3,0,10.0,10.0,10.0,10.0,0,0
2025-01-02,ST02,SKU00024,10,27110.5,2711.05,0,HealthFirst Batteries 500g,Electronics & Accessories,Batteries,2711.05,1671.96,HealthFirst,1,1,Winter,0,,ST19,375.0,85.0,39.0,2025-08-01,0.0,7.0,2,2025,3,0,10.0,10.0,10.0,10.0,0,0
2025-01-02,ST02,SKU00024,10,27110.5,2711.05,0,HealthFirst Batteries 500g,Electronics & Accessories,Batteries,2711.05,1671.96,HealthFirst,1,1,Winter,0,,ST23,263.0,81.0,28.0,2025-05-13,0.0,7.0,2,2025,3,0,10.0,10.0,10.0,10.0,0,0
