date_x,Store_ID,SKU,units_sold,revenue,unit_price,promotion,Date,Units Sold,Revenue,Price_x,Promotion,Category,Cost,Price_y,date_y,week,month,season,holiday_flag,promotion_events,Holiday,Season,Current Stock,Ordered Stock,Lead Time,Reorder Point,Day,Week,Month,Year,DayOfWeek,IsWeekend,Lag_1,Lag_7,Rolling_Mean_7,Rolling_Mean_14,IsHoliday,IsPromotion
2025-01-01,ST07,SKU00014,30,4845.0,161.5,0,2025-01-01,30,4845.0,161.5,0,Automotive,5.72,7.92,2025-01-01,1,1,Winter,1,New Year Sale,1,Winter,99,3,4,35,1,1,1,2025,2,0,0.0,0.0,30.0,30.0,1,0
2025-01-01,ST07,SKU00015,12,3326.88,277.24,0,2025-01-01,12,3326.88,277.24,0,Food,32.45,60.57,2025-01-01,1,1,Winter,1,New Year Sale,1,Winter,103,3,8,92,1,1,1,2025,2,0,0.0,0.0,12.0,12.0,1,0
2025-01-01,ST08,SKU00016,8,27829.2,3478.65,0,2025-01-01,8,27829.2,3478.65,0,Home & Garden,45.92,64.61,2025-01-01,1,1,Winter,1,New Year Sale,1,Winter,451,89,4,91,1,1,1,2025,2,0,0.0,0.0,8.0,8.0,1,0
2025-01-01,ST08,SKU00017,20,5607.8,280.39,1,2025-01-01,20,5607.8,280.39,1,Beauty,38.99,60.05,2025-01-01,1,1,Winter,1,New Year Sale,1,Winter,319,94,10,91,1,1,1,2025,2,0,0.0,0.0,20.0,20.0,1,1
2025-01-01,ST09,SKU00018,15,1408.2,93.88,0,2025-01-01,15,1408.2,93.88,0,Toys,29.6,39.9,2025-01-01,1,1,Winter,1,New Year Sale,1,Winter,345,84,4,82,1,1,1,2025,2,0,0.0,0.0,15.0,15.0,1,0
2025-01-01,ST09,SKU00019,7,2760.52,394.36,0,2025-01-01,7,2760.52,394.36,0,Clothing,39.88,77.83,2025-01-01,1,1,Winter,1,New Year Sale,1,Winter,329,25,11,89,1,1,1,2025,2,0,0.0,0.0,7.0,7.0,1,0
2025-01-01,ST10,SKU00020,25,2737.5,109.5,0,2025-01-01,25,2737.5,109.5,0,Sports,31.91,61.82,2025-01-01,1,1,Winter,1,New Year Sale,1,Winter,429,40,3,38,1,1,1,2025,2,0,0.0,0.0,25.0,25.0,1,0
2025-01-01,ST10,SKU00021,18,2100.6,116.7,0,2025-01-01,18,2100.6,116.7,0,Beauty,30.67,49.58,2025-01-01,1,1,Winter,1,New Year Sale,1,Winter,393,0,10,92,1,1,1,2025,2,0,0.0,0.0,18.0,18.0,1,0
2025-01-02,ST01,SKU00022,15,3015.15,201.01,0,2025-01-02,15,3015.15,201.01,0,Beauty,43.0,77.32,2025-01-02,1,1,Winter,0,,0,Winter,188,80,10,64,2,1,1,2025,3,0,0.0,0.0,15.0,15.0,0,0
2025-01-02,ST01,SKU00023,6,12173.46,2028.91,1,2025-01-02,6,12173.46,2028.91,1,Books,31.4,61.93,2025-01-02,1,1,Winter,0,,0,Winter,468,32,13,34,2,1,1,2025,3,0,0.0,0.0,6.0,6.0,0,1
2025-01-02,ST02,SKU00024,10,27110.5,2711.05,0,2025-01-02,10,27110.5,2711.05,0,Automotive,18.33,24.42,2025-01-02,1,1,Winter,0,,0,Winter,280,40,9,41,2,1,1,2025,3,0,0.0,0.0,10.0,10.0,0,0
2025-01-02,ST02,SKU00025,8,19530.8,2441.35,0,2025-01-02,8,19530.8,2441.35,0,Automotive,49.41,89.82,2025-01-02,1,1,Winter,0,,0,Winter,467,32,9,52,2,1,1,2025,3,0,0.0,0.0,8.0,8.0,0,0
2025-01-02,ST03,SKU00026,20,5749.4,287.47,0,2025-01-02,20,5749.4,287.47,0,Beauty,5.25,9.72,2025-01-02,1,1,Winter,0,,0,Winter,111,87,7,73,2,1,1,2025,3,0,0.0,0.0,20.0,20.0,0,0
2025-01-02,ST03,SKU00027,12,7298.88,608.24,0,2025-01-02,12,7298.88,608.24,0,Electronics,37.01,67.81,2025-01-02,1,1,Winter,0,,0,Winter,409,85,13,64,2,1,1,2025,3,0,0.0,0.0,12.0,12.0,0,0
2025-01-02,ST04,SKU00028,25,2361.25,94.45,1,2025-01-02,25,2361.25,94.45,1,Books,46.68,80.34,2025-01-02,1,1,Winter,0,,0,Winter,498,98,7,76,2,1,1,2025,3,0,0.0,0.0,25.0,25.0,0,1
2025-01-02,ST04,SKU00029,5,9935.9,1987.18,0,2025-01-02,5,9935.9,1987.18,0,Food,43.25,67.45,2025-01-02,1,1,Winter,0,,0,Winter,180,0,7,43,2,1,1,2025,3,0,0.0,0.0,5.0,5.0,0,0
2025-01-02,ST05,SKU00030,15,6035.1,402.34,0,2025-01-02,15,6035.1,402.34,0,Electronics,7.86,11.39,2025-01-02,1,1,Winter,0,,0,Winter,408,26,11,44,2,1,1,2025,3,0,0.0,0.0,15.0,15.0,0,0
2025-01-02,ST05,SKU00031,10,1514.6,151.46,0,2025-01-02,10,1514.6,151.46,0,Beauty,34.97,58.5,2025-01-02,1,1,Winter,0,,0,Winter,395,41,5,92,2,1,1,2025,3,0,0.0,0.0,10.0,10.0,0,0
2025-01-03,ST06,SKU00032,30,1557.3,51.91,0,2025-01-03,30,1557.3,51.91,0,Toys,44.92,70.88,2025-01-03,1,1,Winter,0,,0,Winter,401,51,6,52,3,1,1,2025,4,0,0.0,0.0,30.0,30.0,0,0
2025-01-03,ST06,SKU00033,8,1316.0,164.5,0,2025-01-03,8,1316.0,164.5,0,Books,48.73,91.56,2025-01-03,1,1,Winter,0,,0,Winter,280,14,13,58,3,1,1,2025,4,0,0.0,0.0,8.0,8.0,0,0
2025-01-03,ST07,SKU00034,6,12631.02,2105.17,1,2025-01-03,6,12631.02,2105.17,1,Books,30.26,54.97,2025-01-03,1,1,Winter,0,,0,Winter,85,12,9,88,3,1,1,2025,4,0,0.0,0.0,6.0,6.0,0,1
2025-01-03,ST07,SKU00035,12,2583.84,215.32,0,2025-01-03,12,2583.84,215.32,0,Food,6.82,12.06,2025-01-03,1,1,Winter,0,,0,Winter,292,85,4,71,3,1,1,2025,4,0,0.0,0.0,12.0,12.0,0,0
2025-01-03,ST08,SKU00036,10,1887.9,188.79,0,2025-01-03,10,1887.9,188.79,0,Health,6.14,7.9,2025-01-03,1,1,Winter,0,,0,Winter,94,61,11,35,3,1,1,2025,4,0,0.0,0.0,10.0,10.0,0,0
2025-01-03,ST08,SKU00037,20,2197.2,109.86,0,2025-01-03,20,2197.2,109.86,0,Food,26.39,43.56,2025-01-03,1,1,Winter,0,,0,Winter,333,27,6,59,3,1,1,2025,4,0,0.0,0.0,20.0,20.0,0,0
2025-01-03,ST09,SKU00038,15,5662.8,377.52,0,2025-01-03,15,5662.8,377.52,0,Sports,45.84,64.15,2025-01-03,1,1,Winter,0,,0,Winter,495,74,12,91,3,1,1,2025,4,0,0.0,0.0,15.0,15.0,0,0
2025-01-03,ST09,SKU00039,25,3120.75,124.83,0,2025-01-03,25,3120.75,124.83,0,Sports,47.43,79.64,2025-01-03,1,1,Winter,0,,0,Winter,274,0,11,56,3,1,1,2025,4,0,0.0,0.0,25.0,25.0,0,0
2025-01-03,ST10,SKU00040,18,3720.6,206.7,0,2025-01-03,18,3720.6,206.7,0,Home & Garden,12.25,23.82,2025-01-03,1,1,Winter,0,,0,Winter,495,76,11,32,3,1,1,2025,4,0,0.0,0.0,18.0,18.0,0,0
2025-01-04,ST01,SKU00041,10,24907.4,2490.74,0,2025-01-04,10,24907.4,2490.74,0,Automotive,9.75,15.26,2025-01-04,1,1,Winter,0,,0,Winter,408,69,10,56,4,1,1,2025,5,1,0.0,0.0,10.0,10.0,0,0
2025-01-04,ST01,SKU00042,8,8880.72,1110.09,1,2025-01-04,8,8880.72,1110.09,1,Sports,45.17,73.69,2025-01-04,1,1,Winter,0,,0,Winter,186,61,7,80,4,1,1,2025,5,1,0.0,0.0,8.0,8.0,0,1
2025-01-04,ST02,SKU00043,15,9230.55,615.37,0,2025-01-04,15,9230.55,615.37,0,Health,10.49,15.58,2025-01-04,1,1,Winter,0,,0,Winter,283,43,10,88,4,1,1,2025,5,1,0.0,0.0,15.0,15.0,0,0
2025-01-04,ST02,SKU00044,20,10515.4,525.77,0,2025-01-04,20,10515.4,525.77,0,Electronics,17.25,29.63,2025-01-04,1,1,Winter,0,,0,Winter,423,31,10,81,4,1,1,2025,5,1,0.0,0.0,20.0,20.0,0,0
2025-01-04,ST03,SKU00045,12,4232.52,352.71,0,2025-01-04,12,4232.52,352.71,0,Automotive,41.81,78.96,2025-01-04,1,1,Winter,0,,0,Winter,162,61,3,87,4,1,1,2025,5,1,0.0,0.0,12.0,12.0,0,0
2025-01-04,ST03,SKU00046,8,1232.0,154.0,0,2025-01-04,8,1232.0,154.0,0,Food,12.41,20.19,2025-01-04,1,1,Winter,0,,0,Winter,101,11,9,31,4,1,1,2025,5,1,0.0,0.0,8.0,8.0,0,0
2025-01-04,ST04,SKU00047,10,2894.4,289.44,0,2025-01-04,10,2894.4,289.44,0,Books,36.16,51.19,2025-01-04,1,1,Winter,0,,0,Winter,436,55,3,88,4,1,1,2025,5,1,0.0,0.0,10.0,10.0,0,0
2025-01-04,ST04,SKU00048,25,2792.0,111.68,0,2025-01-04,25,2792.0,111.68,0,Beauty,47.43,69.18,2025-01-04,1,1,Winter,0,,0,Winter,162,1,4,83,4,1,1,2025,5,1,0.0,0.0,25.0,25.0,0,0
2025-01-04,ST05,SKU00049,15,8763.75,584.25,1,2025-01-04,15,8763.75,584.25,1,Beauty,36.64,54.62,2025-01-04,1,1,Winter,0,,0,Winter,392,95,3,30,4,1,1,2025,5,1,0.0,0.0,15.0,15.0,0,1
2025-01-04,ST05,SKU00050,30,1022.4,34.08,0,2025-01-04,30,1022.4,34.08,0,Electronics,16.43,22.96,2025-01-04,1,1,Winter,0,,0,Winter,452,1,7,73,4,1,1,2025,5,1,0.0,0.0,30.0,30.0,0,0
2025-01-05,ST06,SKU00051,18,6061.5,336.75,0,2025-01-05,18,6061.5,336.75,0,Food,27.38,39.44,2025-01-05,1,1,Winter,0,,0,Winter,267,31,8,61,5,1,1,2025,6,1,0.0,0.0,18.0,18.0,0,0
2025-01-05,ST06,SKU00052,10,13721.5,1372.15,0,2025-01-05,10,13721.5,1372.15,0,Electronics,49.9,70.53,2025-01-05,1,1,Winter,0,,0,Winter,296,67,9,85,5,1,1,2025,6,1,0.0,0.0,10.0,10.0,0,0
2025-01-05,ST07,SKU00053,20,6440.4,322.02,0,2025-01-05,20,6440.4,322.02,0,Clothing,27.62,34.28,2025-01-05,1,1,Winter,0,,0,Winter,172,16,8,53,5,1,1,2025,6,1,0.0,0.0,20.0,20.0,0,0
2025-01-05,ST07,SKU00054,8,16639.76,2079.97,0,2025-01-05,8,16639.76,2079.97,0,Books,20.53,35.05,2025-01-05,1,1,Winter,0,,0,Winter,374,97,8,40,5,1,1,2025,6,1,0.0,0.0,8.0,8.0,0,0
2025-01-05,ST08,SKU00055,12,4912.56,409.38,1,2025-01-05,12,4912.56,409.38,1,Clothing,28.89,45.02,2025-01-05,1,1,Winter,0,,0,Winter,289,15,3,88,5,1,1,2025,6,1,0.0,0.0,12.0,12.0,0,1
2025-01-05,ST08,SKU00056,15,1197.0,79.8,0,2025-01-05,15,1197.0,79.8,0,Toys,15.89,27.62,2025-01-05,1,1,Winter,0,,0,Winter,375,79,5,49,5,1,1,2025,6,1,0.0,0.0,15.0,15.0,0,0
2025-01-05,ST09,SKU00057,10,22870.8,2287.08,0,2025-01-05,10,22870.8,2287.08,0,Beauty,15.69,27.98,2025-01-05,1,1,Winter,0,,0,Winter,301,58,6,48,5,1,1,2025,6,1,0.0,0.0,10.0,10.0,0,0
2025-01-05,ST09,SKU00058,25,2375.75,95.03,0,2025-01-05,25,2375.75,95.03,0,Beauty,26.16,51.98,2025-01-05,1,1,Winter,0,,0,Winter,395,66,5,49,5,1,1,2025,6,1,0.0,0.0,25.0,25.0,0,0
2025-01-05,ST10,SKU00059,20,2449.0,122.45,0,2025-01-05,20,2449.0,122.45,0,Toys,29.11,37.03,2025-01-05,1,1,Winter,0,,0,Winter,401,70,6,62,5,1,1,2025,6,1,0.0,0.0,20.0,20.0,0,0
2025-01-06,ST01,SKU00060,15,10862.4,724.16,0,2025-01-06,15,10862.4,724.16,0,Electronics,11.78,18.93,2025-01-06,1,1,Winter,0,,0,Winter,473,38,4,30,6,2,1,2025,0,0,0.0,0.0,15.0,15.0,0,0
2025-01-06,ST01,SKU00061,8,1998.8,249.85,0,2025-01-06,8,1998.8,249.85,0,Home & Garden,31.59,55.03,2025-01-06,1,1,Winter,0,,0,Winter,316,91,11,79,6,2,1,2025,0,0,0.0,0.0,8.0,8.0,0,0
2025-01-06,ST02,SKU00062,12,5993.4,499.45,1,2025-01-06,12,5993.4,499.45,1,Home & Garden,37.0,68.36,2025-01-06,1,1,Winter,0,,0,Winter,200,30,12,36,6,2,1,2025,0,0,0.0,0.0,12.0,12.0,0,1
2025-01-06,ST02,SKU00063,10,16125.4,1612.54,0,2025-01-06,10,16125.4,1612.54,0,Sports,34.03,45.59,2025-01-06,1,1,Winter,0,,0,Winter,301,15,12,89,6,2,1,2025,0,0,0.0,0.0,10.0,10.0,0,0
2025-01-06,ST03,SKU00064,20,4297.2,214.86,0,2025-01-06,20,4297.2,214.86,0,Electronics,22.89,36.95,2025-01-06,1,1,Winter,0,,0,Winter,418,1,3,77,6,2,1,2025,0,0,0.0,0.0,20.0,20.0,0,0
2025-01-06,ST03,SKU00065,15,14461.8,964.12,0,2025-01-06,15,14461.8,964.12,0,Beauty,11.19,16.48,2025-01-06,1,1,Winter,0,,0,Winter,303,11,7,66,6,2,1,2025,0,0,0.0,0.0,15.0,15.0,0,0
2025-01-06,ST04,SKU00066,25,5556.25,222.25,0,2025-01-06,25,5556.25,222.25,0,Automotive,14.41,23.53,2025-01-06,1,1,Winter,0,,0,Winter,209,8,11,48,6,2,1,2025,0,0,0.0,0.0,25.0,25.0,0,0
2025-01-06,ST04,SKU00067,10,4924.6,492.46,0,2025-01-06,10,4924.6,492.46,0,Health,16.61,28.7,2025-01-06,1,1,Winter,0,,0,Winter,353,79,5,49,6,2,1,2025,0,0,0.0,0.0,10.0,10.0,0,0
2025-01-06,ST05,SKU00068,8,2135.52,266.94,0,2025-01-06,8,2135.52,266.94,0,Health,49.2,79.37,2025-01-06,1,1,Winter,0,,0,Winter,201,53,10,62,6,2,1,2025,0,0,0.0,0.0,8.0,8.0,0,0
2025-01-06,ST05,SKU00069,30,7766.7,258.89,1,2025-01-06,30,7766.7,258.89,1,Electronics,15.88,20.24,2025-01-06,1,1,Winter,0,,0,Winter,457,74,3,65,6,2,1,2025,0,0,0.0,0.0,30.0,30.0,0,1
2025-01-07,ST06,SKU00070,12,8867.4,738.95,0,2025-01-07,12,8867.4,738.95,0,Books,45.52,77.68,2025-01-07,2,1,Winter,0,,0,Winter,471,83,5,54,7,2,1,2025,1,0,0.0,0.0,12.0,12.0,0,0
2025-01-07,ST06,SKU00071,15,4097.85,273.19,0,2025-01-07,15,4097.85,273.19,0,Automotive,17.55,30.89,2025-01-07,2,1,Winter,0,,0,Winter,398,17,4,95,7,2,1,2025,1,0,0.0,0.0,15.0,15.0,0,0
2025-01-07,ST07,SKU00072,20,6545.0,327.25,0,2025-01-07,20,6545.0,327.25,0,Home & Garden,43.53,66.33,2025-01-07,2,1,Winter,0,,0,Winter,359,34,11,62,7,2,1,2025,1,0,0.0,0.0,20.0,20.0,0,0
2025-01-07,ST07,SKU00073,8,9728.16,1216.02,0,2025-01-07,8,9728.16,1216.02,0,Electronics,33.89,42.95,2025-01-07,2,1,Winter,0,,0,Winter,117,32,7,77,7,2,1,2025,1,0,0.0,0.0,8.0,8.0,0,0
2025-01-07,ST08,SKU00074,25,4937.5,197.5,0,2025-01-07,25,4937.5,197.5,0,Beauty,40.34,70.0,2025-01-07,2,1,Winter,0,,0,Winter,453,7,9,96,7,2,1,2025,1,0,0.0,0.0,25.0,25.0,0,0
2025-01-07,ST08,SKU00075,10,36975.8,3697.58,1,2025-01-07,10,36975.8,3697.58,1,Home & Garden,21.75,42.46,2025-01-07,2,1,Winter,0,,0,Winter,450,32,13,51,7,2,1,2025,1,0,0.0,0.0,10.0,10.0,0,1
2025-01-07,ST09,SKU00076,15,4593.75,306.25,0,2025-01-07,15,4593.75,306.25,0,Automotive,5.23,6.95,2025-01-07,2,1,Winter,0,,0,Winter,287,29,8,80,7,2,1,2025,1,0,0.0,0.0,15.0,15.0,0,0
2025-01-07,ST09,SKU00077,12,18753.84,1562.82,0,2025-01-07,12,18753.84,1562.82,0,Clothing,26.85,41.86,2025-01-07,2,1,Winter,0,,0,Winter,487,7,13,56,7,2,1,2025,1,0,0.0,0.0,12.0,12.0,0,0
2025-01-07,ST10,SKU00078,20,16410.6,820.53,0,2025-01-07,20,16410.6,820.53,0,Automotive,12.92,15.69,2025-01-07,2,1,Winter,0,,0,Winter,275,20,3,57,7,2,1,2025,1,0,0.0,0.0,20.0,20.0,0,0
2025-01-08,ST01,SKU00079,10,1979.0,197.9,0,2025-01-08,10,1979.0,197.9,0,Books,13.05,19.48,2025-01-08,2,1,Winter,0,,0,Winter,416,63,3,98,8,2,1,2025,2,0,0.0,0.0,10.0,10.0,0,0
2025-01-08,ST01,SKU00080,25,2130.75,85.23,0,2025-01-08,25,2130.75,85.23,0,Beauty,43.22,74.59,2025-01-08,2,1,Winter,0,,0,Winter,366,47,5,33,8,2,1,2025,2,0,0.0,0.0,25.0,25.0,0,0
2025-01-08,ST02,SKU00081,15,1735.35,115.69,0,2025-01-08,15,1735.35,115.69,0,Electronics,29.41,47.27,2025-01-08,2,1,Winter,0,,0,Winter,84,63,3,46,8,2,1,2025,2,0,0.0,0.0,15.0,15.0,0,0
2025-01-08,ST02,SKU00082,20,9603.2,480.16,1,2025-01-08,20,9603.2,480.16,1,Toys,16.93,23.63,2025-01-08,2,1,Winter,0,,0,Winter,221,91,7,35,8,2,1,2025,2,0,0.0,0.0,20.0,20.0,0,1
2025-01-08,ST03,SKU00083,12,4002.48,333.54,0,2025-01-08,12,4002.48,333.54,0,Toys,49.05,77.96,2025-01-08,2,1,Winter,0,,0,Winter,148,36,10,75,8,2,1,2025,2,0,0.0,0.0,12.0,12.0,0,0
2025-01-08,ST03,SKU00084,8,10469.12,1308.64,0,2025-01-08,8,10469.12,1308.64,0,Beauty,33.4,61.32,2025-01-08,2,1,Winter,0,,0,Winter,230,94,5,89,8,2,1,2025,2,0,0.0,0.0,8.0,8.0,0,0
2025-01-08,ST04,SKU00085,25,9317.0,372.68,0,2025-01-08,25,9317.0,372.68,0,Electronics,30.96,49.35,2025-01-08,2,1,Winter,0,,0,Winter,165,62,7,61,8,2,1,2025,2,0,0.0,0.0,25.0,25.0,0,0
2025-01-08,ST04,SKU00086,10,27860.1,2786.01,0,2025-01-08,10,27860.1,2786.01,0,Books,15.36,24.56,2025-01-08,2,1,Winter,0,,0,Winter,210,66,4,54,8,2,1,2025,2,0,0.0,0.0,10.0,10.0,0,0
2025-01-08,ST05,SKU00087,15,3466.5,231.1,0,2025-01-08,15,3466.5,231.1,0,Sports,6.09,10.46,2025-01-08,2,1,Winter,0,,0,Winter,272,53,12,96,8,2,1,2025,2,0,0.0,0.0,15.0,15.0,0,0
2025-01-08,ST05,SKU00088,30,4458.6,148.62,0,2025-01-08,30,4458.6,148.62,0,Electronics,49.75,78.41,2025-01-08,2,1,Winter,0,,0,Winter,409,45,10,61,8,2,1,2025,2,0,0.0,0.0,30.0,30.0,0,0
2025-01-09,ST06,SKU00089,20,6325.4,316.27,0,2025-01-09,20,6325.4,316.27,0,Books,44.76,80.48,2025-01-09,2,1,Winter,0,,0,Winter,480,85,9,95,9,2,1,2025,3,0,0.0,0.0,20.0,20.0,0,0
2025-01-09,ST06,SKU00090,12,7423.56,618.63,1,2025-01-09,12,7423.56,618.63,1,Books,46.77,72.15,2025-01-09,2,1,Winter,0,,0,Winter,176,26,12,31,9,2,1,2025,3,0,0.0,0.0,12.0,12.0,0,1
2025-01-09,ST07,SKU00091,25,5591.0,223.64,0,2025-01-09,25,5591.0,223.64,0,Books,30.75,61.02,2025-01-09,2,1,Winter,0,,0,Winter,322,32,11,72,9,2,1,2025,3,0,0.0,0.0,25.0,25.0,0,0
2025-01-09,ST07,SKU00092,10,8098.8,809.88,0,2025-01-09,10,8098.8,809.88,0,Sports,18.25,27.52,2025-01-09,2,1,Winter,0,,0,Winter,295,47,9,71,9,2,1,2025,3,0,0.0,0.0,10.0,10.0,0,0
2025-01-09,ST08,SKU00093,15,3247.8,216.52,0,2025-01-09,15,3247.8,216.52,0,Food,17.08,27.13,2025-01-09,2,1,Winter,0,,0,Winter,296,25,5,79,9,2,1,2025,3,0,0.0,0.0,15.0,15.0,0,0
2025-01-09,ST08,SKU00094,8,8552.56,1069.07,0,2025-01-09,8,8552.56,1069.07,0,Clothing,30.06,58.58,2025-01-09,2,1,Winter,0,,0,Winter,458,23,12,36,9,2,1,2025,3,0,0.0,0.0,8.0,8.0,0,0
2025-01-09,ST09,SKU00095,20,13936.4,696.82,0,2025-01-09,20,13936.4,696.82,0,Health,46.85,58.86,2025-01-09,2,1,Winter,0,,0,Winter,362,35,6,94,9,2,1,2025,3,0,0.0,0.0,20.0,20.0,0,0
2025-01-09,ST09,SKU00096,12,2523.0,210.25,0,2025-01-09,12,2523.0,210.25,0,Clothing,32.68,65.09,2025-01-09,2,1,Winter,0,,0,Winter,313,15,5,44,9,2,1,2025,3,0,0.0,0.0,12.0,12.0,0,0
2025-01-09,ST10,SKU00097,25,27592.75,1103.71,0,2025-01-09,25,27592.75,1103.71,0,Clothing,16.44,23.61,2025-01-09,2,1,Winter,0,,0,Winter,141,97,4,61,9,2,1,2025,3,0,0.0,0.0,25.0,25.0,0,0
2025-01-10,ST01,SKU00098,15,4590.0,306.0,0,2025-01-10,15,4590.0,306.0,0,Health,38.33,67.38,2025-01-10,2,1,Winter,0,,0,Winter,264,62,8,80,10,2,1,2025,4,0,0.0,0.0,15.0,15.0,0,0
2025-01-10,ST01,SKU00099,10,16719.9,1671.99,0,2025-01-10,10,16719.9,1671.99,0,Toys,21.18,30.39,2025-01-10,2,1,Winter,0,,0,Winter,202,57,8,87,10,2,1,2025,4,0,0.0,0.0,10.0,10.0,0,0
2025-01-10,ST02,SKU00100,20,9310.6,465.53,1,2025-01-10,20,9310.6,465.53,1,Food,23.89,33.56,2025-01-10,2,1,Winter,0,,0,Winter,107,85,3,81,10,2,1,2025,4,0,0.0,0.0,20.0,20.0,0,1
2025-01-10,ST02,SKU00101,12,1470.84,122.57,0,2025-01-10,12,1470.84,122.57,0,Beauty,46.1,74.17,2025-01-10,2,1,Winter,0,,0,Winter,219,69,8,89,10,2,1,2025,4,0,0.0,0.0,12.0,12.0,0,0
2025-01-10,ST03,SKU00102,25,2794.25,111.77,0,2025-01-10,25,2794.25,111.77,0,Automotive,33.26,45.07,2025-01-10,2,1,Winter,0,,0,Winter,150,96,10,82,10,2,1,2025,4,0,0.0,0.0,25.0,25.0,0,0
2025-01-10,ST03,SKU00103,15,2695.5,179.7,0,2025-01-10,15,2695.5,179.7,0,Beauty,36.59,67.2,2025-01-10,2,1,Winter,0,,0,Winter,109,4,9,97,10,2,1,2025,4,0,0.0,0.0,15.0,15.0,0,0
2025-01-10,ST04,SKU00104,8,3119.12,389.89,0,2025-01-10,8,3119.12,389.89,0,Home & Garden,20.21,30.32,2025-01-10,2,1,Winter,0,,0,Winter,311,95,6,76,10,2,1,2025,4,0,0.0,0.0,8.0,8.0,0,0
2025-01-10,ST04,SKU00105,20,10060.0,503.0,0,2025-01-10,20,10060.0,503.0,0,Clothing,24.73,42.97,2025-01-10,2,1,Winter,0,,0,Winter,404,54,10,81,10,2,1,2025,4,0,0.0,0.0,20.0,20.0,0,0
